transaction_id,amount,transaction_time,location,is_fraud
99,41.23,2025-07-04 16:54:08,Phnom Penh,0
100,106.45,2025-07-04 17:40:55,Phnom Penh,0
101,52.34,2025-07-04 18:27:42,Phnom Penh,0
102,23.45,2025-07-04 19:14:29,Phnom Penh,0
103,75.12,2025-07-04 20:01:16,Phnom Penh,0
104,18.90,2025-07-04 20:48:03,Phnom Penh,0
105,120.00,2025-07-04 21:34:50,Phnom Penh,0
106,45.67,2025-07-04 22:21:37,Phnom Penh,0
107,33.21,2025-07-04 23:08:24,Phnom Penh,0
108,67.89,2025-07-05 00:55:11,Phnom Penh,0
109,29.99,2025-07-05 01:41:58,Phnom Penh,0
110,88.76,2025-07-05 02:28:45,Phnom Penh,0
111,54.32,2025-07-05 03:15:32,Phnom Penh,0
112,21.45,2025-07-05 04:02:19,Phnom Penh,0
113,76.54,2025-07-05 04:49:06,Phnom Penh,0
114,19.87,2025-07-05 05:35:53,Phnom Penh,0
115,110.23,2025-07-05 06:22:40,Phnom Penh,0
116,47.65,2025-07-05 07:09:27,Phnom Penh,0
117,35.12,2025-07-05 07:56:14,Phnom Penh,0
118,68.90,2025-07-05 08:43:01,Phnom Penh,0
119,31.23,2025-07-05 09:29:48,Phnom Penh,0
120,90.45,2025-07-05 10:16:35,Phnom Penh,0
121,56.78,2025-07-05 11:03:22,Phnom Penh,0
122,22.34,2025-07-05 11:50:09,Phnom Penh,0
123,77.12,2025-07-05 12:36:56,Phnom Penh,0
124,20.90,2025-07-05 13:23:43,Phnom Penh,0
125,115.00,2025-07-05 14:10:30,Phnom Penh,0
126,49.67,2025-07-05 14:57:17,Phnom Penh,0
127,37.21,2025-07-05 15:44:04,Phnom Penh,0
128,69.89,2025-07-05 16:30:51,Phnom Penh,0
129,32.99,2025-07-05 17:17:38,Phnom Penh,0
130,92.76,2025-07-05 18:04:25,Phnom Penh,0
131,58.32,2025-07-05 18:51:12,Phnom Penh,0
132,23.45,2025-07-05 19:37:59,Phnom Penh,0
133,78.54,2025-07-05 20:24:46,Phnom Penh,0
134,21.87,2025-07-05 21:11:33,Phnom Penh,0
135,112.23,2025-07-05 21:58:20,Phnom Penh,0
136,50.65,2025-07-05 22:45:07,Phnom Penh,0
137,38.12,2025-07-05 23:31:54,Phnom Penh,0
138,70.90,2025-07-06 00:18:41,Phnom Penh,0
139,34.23,2025-07-06 01:05:28,Phnom Penh,0
140,94.45,2025-07-06 01:52:15,Phnom Penh,0
141,60.78,2025-07-06 02:39:02,Phnom Penh,0
142,24.34,2025-07-06 03:25:49,Phnom Penh,0
143,79.12,2025-07-06 04:12:36,Phnom Penh,0
144,22.90,2025-07-06 04:59:23,Phnom Penh,0
145,118.00,2025-07-06 05:46:10,Phnom Penh,0
146,51.67,2025-07-06 06:32:57,Phnom Penh,0
147,39.21,2025-07-06 07:19:44,Phnom Penh,0
148,71.89,2025-07-06 08:06:31,Phnom Penh,0
149,35.99,2025-07-06 08:53:18,Phnom Penh,0
150,96.76,2025-07-06 09:40:05,Phnom Penh,0
151,62.32,2025-07-06 10:26:52,Phnom Penh,0
152,25.45,2025-07-06 11:13:39,Phnom Penh,0
153,80.54,2025-07-06 12:00:26,Phnom Penh,0
154,23.87,2025-07-06 12:47:13,Phnom Penh,0
155,114.23,2025-07-06 13:34:00,Phnom Penh,0
156,52.65,2025-07-06 14:20:47,Phnom Penh,0
157,40.12,2025-07-06 15:07:34,Phnom Penh,0
158,72.90,2025-07-06 15:54:21,Phnom Penh,0
159,36.23,2025-07-06 16:41:08,Phnom Penh,0
160,98.45,2025-07-06 17:27:55,Phnom Penh,0
161,64.78,2025-07-06 18:14:42,Phnom Penh,0
162,26.34,2025-07-06 19:01:29,Phnom Penh,0
163,81.12,2025-07-06 19:48:16,Phnom Penh,0
164,24.90,2025-07-06 20:35:03,Phnom Penh,0
165,121.00,2025-07-06 21:21:50,Phnom Penh,0
166,53.67,2025-07-06 22:08:37,Phnom Penh,0
167,41.21,2025-07-06 22:55:24,Phnom Penh,0
168,73.89,2025-07-06 23:42:11,Phnom Penh,0
169,37.99,2025-07-07 00:28:58,Phnom Penh,0
170,100.76,2025-07-07 01:15:45,Phnom Penh,0
171,66.32,2025-07-07 02:02:32,Phnom Penh,0
172,27.45,2025-07-07 02:49:19,Phnom Penh,0
173,82.54,2025-07-07 03:36:06,Phnom Penh,0
174,25.87,2025-07-07 04:22:53,Phnom Penh,0
175,116.23,2025-07-07 05:09:40,Phnom Penh,0
176,54.65,2025-07-07 05:56:27,Phnom Penh,0
177,42.12,2025-07-07 06:43:14,Phnom Penh,0
178,74.90,2025-07-07 07:30:01,Phnom Penh,0
179,39.23,2025-07-07 08:16:48,Phnom Penh,0
180,102.45,2025-07-07 09:03:35,Phnom Penh,0
181,68.78,2025-07-07 09:50:22,Phnom Penh,0
182,28.34,2025-07-07 10:37:09,Phnom Penh,0
183,83.12,2025-07-07 11:23:56,Phnom Penh,0
184,26.90,2025-07-07 12:10:43,Phnom Penh,0
185,123.00,2025-07-07 12:57:30,Phnom Penh,0
186,55.67,2025-07-07 13:44:17,Phnom Penh,0
187,43.21,2025-07-07 14:31:04,Phnom Penh,0
188,75.89,2025-07-07 15:17:51,Phnom Penh,0
189,40.99,2025-07-07 16:04:38,Phnom Penh,0
190,104.76,2025-07-07 16:51:25,Phnom Penh,0
191,200.00,2025-07-07 17:38:12,New York,1
192,300.00,2025-07-07 18:24:59,New York,1
193,400.00,2025-07-07 19:11:46,New York,1
194,500.00,2025-07-07 19:58:33,New York,1
195,600.00,2025-07-07 20:45:20,New York,1
196,700.00,2025-07-07 21:32:07,New York,1
197,800.00,2025-07-07 22:18:54,New York,1
198,900.00,2025-07-07 23:05:41,New York,1
199,1000.00,2025-07-08 00:52:28,New York,1
200,1100.00,2025-07-08 01:39:15,New York,1
