Date,Close
10/31/2014 16:00:00,27.88
11/3/2014 16:00:00,27.69
11/4/2014 16:00:00,27.63
11/5/2014 16:00:00,27.22
11/6/2014 16:00:00,27.03
11/7/2014 16:00:00,26.98
11/10/2014 16:00:00,27.3
11/11/2014 16:00:00,27.44
11/12/2014 16:00:00,27.29
11/13/2014 16:00:00,27.19
11/14/2014 16:00:00,27.15
11/17/2014 16:00:00,26.75
11/18/2014 16:00:00,26.68
11/19/2014 16:00:00,26.78
11/20/2014 16:00:00,26.67
11/21/2014 16:00:00,26.8
11/24/2014 16:00:00,26.89
11/25/2014 16:00:00,26.98
11/26/2014 16:00:00,26.94
11/28/2014 16:00:00,27.02
12/1/2014 16:00:00,26.62
12/2/2014 16:00:00,26.61
12/3/2014 16:00:00,26.49
12/4/2014 16:00:00,26.79
12/5/2014 16:00:00,26.19
12/8/2014 16:00:00,26.28
12/9/2014 16:00:00,26.6
12/10/2014 16:00:00,26.23
12/11/2014 16:00:00,26.34
12/12/2014 16:00:00,25.86
12/15/2014 16:00:00,25.62
12/16/2014 16:00:00,24.7
12/17/2014 16:00:00,25.18
12/18/2014 16:00:00,25.49
12/19/2014 16:00:00,25.75
12/22/2014 16:00:00,26.17
12/23/2014 16:00:00,26.46
12/24/2014 16:00:00,26.37
12/26/2014 16:00:00,26.63
12/29/2014 16:00:00,26.44
12/30/2014 16:00:00,26.45
12/31/2014 16:00:00,26.25
1/2/2015 16:00:00,26.17
1/5/2015 16:00:00,25.62
1/6/2015 16:00:00,25.03
1/7/2015 16:00:00,24.99
1/8/2015 16:00:00,25.07
1/9/2015 16:00:00,24.74
1/12/2015 16:00:00,24.56
1/13/2015 16:00:00,24.74
1/14/2015 16:00:00,24.97
1/15/2015 16:00:00,25.02
1/16/2015 16:00:00,25.33
1/20/2015 16:00:00,25.28
1/21/2015 16:00:00,25.83
1/22/2015 16:00:00,26.65
1/23/2015 16:00:00,26.92
1/26/2015 16:00:00,26.69
1/27/2015 16:00:00,25.86
1/28/2015 16:00:00,25.43
1/29/2015 16:00:00,25.46
1/30/2015 16:00:00,26.65
2/2/2015 16:00:00,26.35
2/3/2015 16:00:00,26.39
2/4/2015 16:00:00,26.07
2/5/2015 16:00:00,26.31
2/6/2015 16:00:00,26.48
2/9/2015 16:00:00,26.32
2/10/2015 16:00:00,26.77
2/11/2015 16:00:00,26.73
2/12/2015 16:00:00,27.07
2/13/2015 16:00:00,27.38
2/17/2015 16:00:00,27.07
2/18/2015 16:00:00,26.91
2/19/2015 16:00:00,27.07
2/20/2015 16:00:00,26.87
2/23/2015 16:00:00,26.52
2/24/2015 16:00:00,26.73
2/25/2015 16:00:00,27.12
2/26/2015 16:00:00,27.7
2/27/2015 16:00:00,27.84
3/2/2015 16:00:00,28.49
3/3/2015 16:00:00,28.6
3/4/2015 16:00:00,28.59
3/5/2015 16:00:00,28.69
3/6/2015 16:00:00,28.31
3/9/2015 16:00:00,28.36
3/10/2015 16:00:00,27.67
3/11/2015 16:00:00,27.48
3/12/2015 16:00:00,27.7
3/13/2015 16:00:00,27.29
3/16/2015 16:00:00,27.65
3/17/2015 16:00:00,27.47
3/18/2015 16:00:00,27.9
3/19/2015 16:00:00,27.82
3/20/2015 16:00:00,27.94
3/23/2015 16:00:00,27.86
3/24/2015 16:00:00,28.43
3/25/2015 16:00:00,27.86
3/26/2015 16:00:00,27.68
3/27/2015 16:00:00,27.34
3/30/2015 16:00:00,27.53
3/31/2015 16:00:00,27.32
4/1/2015 16:00:00,27.05
4/2/2015 16:00:00,26.7
4/6/2015 16:00:00,26.76
4/7/2015 16:00:00,26.78
4/8/2015 16:00:00,27.01
4/9/2015 16:00:00,26.96
4/10/2015 16:00:00,26.93
4/13/2015 16:00:00,26.88
4/14/2015 16:00:00,26.45
4/15/2015 16:00:00,26.55
4/16/2015 16:00:00,26.62
4/17/2015 16:00:00,26.13
4/20/2015 16:00:00,26.7
4/21/2015 16:00:00,26.63
4/22/2015 16:00:00,26.89
4/23/2015 16:00:00,27.28
4/24/2015 16:00:00,28.18
4/27/2015 16:00:00,27.77
4/28/2015 16:00:00,27.68
4/29/2015 16:00:00,27.45
4/30/2015 16:00:00,26.87
5/1/2015 16:00:00,26.9
5/4/2015 16:00:00,27.04
5/5/2015 16:00:00,26.54
5/6/2015 16:00:00,26.21
5/7/2015 16:00:00,26.54
5/8/2015 16:00:00,26.91
5/11/2015 16:00:00,26.79
5/12/2015 16:00:00,26.45
5/13/2015 16:00:00,26.48
5/14/2015 16:00:00,26.92
5/15/2015 16:00:00,26.69
5/18/2015 16:00:00,26.62
5/19/2015 16:00:00,26.87
5/20/2015 16:00:00,26.96
5/21/2015 16:00:00,27.13
5/22/2015 16:00:00,27.01
5/26/2015 16:00:00,26.62
5/27/2015 16:00:00,26.99
5/28/2015 16:00:00,26.99
5/29/2015 16:00:00,26.61
6/1/2015 16:00:00,26.7
6/2/2015 16:00:00,26.96
6/3/2015 16:00:00,27.02
6/4/2015 16:00:00,26.84
6/5/2015 16:00:00,26.67
6/8/2015 16:00:00,26.34
6/9/2015 16:00:00,26.33
6/10/2015 16:00:00,26.83
6/11/2015 16:00:00,26.73
6/12/2015 16:00:00,26.62
6/15/2015 16:00:00,26.36
6/16/2015 16:00:00,26.41
6/17/2015 16:00:00,26.46
6/18/2015 16:00:00,26.84
6/19/2015 16:00:00,26.83
6/22/2015 16:00:00,26.91
6/23/2015 16:00:00,27.02
6/24/2015 16:00:00,26.89
6/25/2015 16:00:00,26.76
6/26/2015 16:00:00,26.58
6/29/2015 16:00:00,26.08
6/30/2015 16:00:00,26.03
7/1/2015 16:00:00,26.09
7/2/2015 16:00:00,26.17
7/6/2015 16:00:00,26.14
7/7/2015 16:00:00,26.25
7/8/2015 16:00:00,25.84
7/9/2015 16:00:00,26.03
7/10/2015 16:00:00,26.51
7/13/2015 16:00:00,27.33
7/14/2015 16:00:00,28.06
7/15/2015 16:00:00,28.01
7/16/2015 16:00:00,28.99
7/17/2015 16:00:00,33.65
7/20/2015 16:00:00,33.15
7/21/2015 16:00:00,33.12
7/22/2015 16:00:00,33.1
7/23/2015 16:00:00,32.21
7/24/2015 16:00:00,31.18
7/27/2015 16:00:00,31.36
7/28/2015 16:00:00,31.4
7/29/2015 16:00:00,31.6
7/30/2015 16:00:00,31.63
7/31/2015 16:00:00,31.28
8/3/2015 16:00:00,31.56
8/4/2015 16:00:00,31.46
8/5/2015 16:00:00,32.19
8/6/2015 16:00:00,32.13
8/7/2015 16:00:00,31.77
8/10/2015 16:00:00,31.69
8/11/2015 16:00:00,33.04
8/12/2015 16:00:00,32.98
8/13/2015 16:00:00,32.82
8/14/2015 16:00:00,32.86
8/17/2015 16:00:00,33.04
8/18/2015 16:00:00,32.81
8/19/2015 16:00:00,33.05
8/20/2015 16:00:00,32.34
8/21/2015 16:00:00,30.62
8/24/2015 16:00:00,29.48
8/25/2015 16:00:00,29.1
8/26/2015 16:00:00,31.43
8/27/2015 16:00:00,31.88
8/28/2015 16:00:00,31.52
8/31/2015 16:00:00,30.91
9/1/2015 16:00:00,29.89
9/2/2015 16:00:00,30.72
9/3/2015 16:00:00,30.31
9/4/2015 16:00:00,30.04
9/8/2015 16:00:00,30.73
9/9/2015 16:00:00,30.64
9/10/2015 16:00:00,31.07
9/11/2015 16:00:00,31.29
9/14/2015 16:00:00,31.16
9/15/2015 16:00:00,31.76
9/16/2015 16:00:00,31.8
9/17/2015 16:00:00,32.15
9/18/2015 16:00:00,31.46
9/21/2015 16:00:00,31.77
9/22/2015 16:00:00,31.13
9/23/2015 16:00:00,31.12
9/24/2015 16:00:00,31.29
9/25/2015 16:00:00,30.6
9/28/2015 16:00:00,29.74
9/29/2015 16:00:00,29.75
9/30/2015 16:00:00,30.42
10/1/2015 16:00:00,30.56
10/2/2015 16:00:00,31.35
10/5/2015 16:00:00,32.07
10/6/2015 16:00:00,32.27
10/7/2015 16:00:00,32.12
10/8/2015 16:00:00,31.96
10/9/2015 16:00:00,32.18
10/12/2015 16:00:00,32.33
10/13/2015 16:00:00,32.62
10/14/2015 16:00:00,32.56
10/15/2015 16:00:00,33.09
10/16/2015 16:00:00,33.11
10/19/2015 16:00:00,33.31
10/20/2015 16:00:00,32.51
10/21/2015 16:00:00,32.13
10/22/2015 16:00:00,32.59
10/23/2015 16:00:00,35.1
10/26/2015 16:00:00,35.64
10/27/2015 16:00:00,35.42
10/28/2015 16:00:00,35.65
10/29/2015 16:00:00,35.85
10/30/2015 16:00:00,35.54
11/2/2015 16:00:00,36.06
11/3/2015 16:00:00,36.11
11/4/2015 16:00:00,36.41
11/5/2015 16:00:00,36.56
11/6/2015 16:00:00,36.69
11/9/2015 16:00:00,36.24
11/10/2015 16:00:00,36.42
11/11/2015 16:00:00,36.77
11/12/2015 16:00:00,36.56
11/13/2015 16:00:00,35.85
11/16/2015 16:00:00,36.45
11/17/2015 16:00:00,36.27
11/18/2015 16:00:00,37
11/19/2015 16:00:00,36.92
11/20/2015 16:00:00,37.83
11/23/2015 16:00:00,37.8
11/24/2015 16:00:00,37.41
11/25/2015 16:00:00,37.41
11/27/2015 16:00:00,37.51
11/30/2015 16:00:00,37.13
12/1/2015 16:00:00,38.35
12/2/2015 16:00:00,38.12
12/3/2015 16:00:00,37.63
12/4/2015 16:00:00,38.34
12/7/2015 16:00:00,38.16
12/8/2015 16:00:00,38.12
12/9/2015 16:00:00,37.58
12/10/2015 16:00:00,37.47
12/11/2015 16:00:00,36.94
12/14/2015 16:00:00,37.39
12/15/2015 16:00:00,37.17
12/16/2015 16:00:00,37.9
12/17/2015 16:00:00,37.47
12/18/2015 16:00:00,36.97
12/21/2015 16:00:00,37.39
12/22/2015 16:00:00,37.5
12/23/2015 16:00:00,37.52
12/24/2015 16:00:00,37.42
12/28/2015 16:00:00,38.13
12/29/2015 16:00:00,38.83
12/30/2015 16:00:00,38.55
12/31/2015 16:00:00,37.94
1/4/2016 16:00:00,37.09
1/5/2016 16:00:00,37.13
1/6/2016 16:00:00,37.18
1/7/2016 16:00:00,36.32
1/8/2016 16:00:00,35.72
1/11/2016 16:00:00,35.8
1/12/2016 16:00:00,36.3
1/13/2016 16:00:00,35.03
1/14/2016 16:00:00,35.74
1/15/2016 16:00:00,34.72
1/19/2016 16:00:00,35.09
1/20/2016 16:00:00,34.92
1/21/2016 16:00:00,35.33
1/22/2016 16:00:00,36.26
1/25/2016 16:00:00,35.58
1/26/2016 16:00:00,35.65
1/27/2016 16:00:00,35
1/28/2016 16:00:00,36.55
1/29/2016 16:00:00,37.15
2/1/2016 16:00:00,37.6
2/2/2016 16:00:00,38.23
2/3/2016 16:00:00,36.35
2/4/2016 16:00:00,35.4
2/5/2016 16:00:00,34.18
2/8/2016 16:00:00,34.14
2/9/2016 16:00:00,33.91
2/10/2016 16:00:00,34.21
2/11/2016 16:00:00,34.16
2/12/2016 16:00:00,34.12
2/16/2016 16:00:00,34.55
2/17/2016 16:00:00,35.42
2/18/2016 16:00:00,34.87
2/19/2016 16:00:00,35.05
2/22/2016 16:00:00,35.32
2/23/2016 16:00:00,34.79
2/24/2016 16:00:00,34.98
2/25/2016 16:00:00,35.29
2/26/2016 16:00:00,35.25
2/29/2016 16:00:00,34.89
3/1/2016 16:00:00,35.94
3/2/2016 16:00:00,35.94
3/3/2016 16:00:00,35.62
3/4/2016 16:00:00,35.54
3/7/2016 16:00:00,34.76
3/8/2016 16:00:00,34.7
3/9/2016 16:00:00,35.26
3/10/2016 16:00:00,35.64
3/11/2016 16:00:00,36.34
3/14/2016 16:00:00,36.52
3/15/2016 16:00:00,36.42
3/16/2016 16:00:00,36.8
3/17/2016 16:00:00,36.89
3/18/2016 16:00:00,36.88
3/21/2016 16:00:00,37.1
3/22/2016 16:00:00,37.04
3/23/2016 16:00:00,36.9
3/24/2016 16:00:00,36.77
3/28/2016 16:00:00,36.68
3/29/2016 16:00:00,37.24
3/30/2016 16:00:00,37.53
3/31/2016 16:00:00,37.25
4/1/2016 16:00:00,37.5
4/4/2016 16:00:00,37.26
4/5/2016 16:00:00,36.89
4/6/2016 16:00:00,37.28
4/7/2016 16:00:00,37.01
4/8/2016 16:00:00,36.96
4/11/2016 16:00:00,36.81
4/12/2016 16:00:00,37.15
4/13/2016 16:00:00,37.59
4/14/2016 16:00:00,37.66
4/15/2016 16:00:00,37.95
4/18/2016 16:00:00,38.33
4/19/2016 16:00:00,37.7
4/20/2016 16:00:00,37.63
4/21/2016 16:00:00,37.96
4/22/2016 16:00:00,35.94
4/25/2016 16:00:00,36.16
4/26/2016 16:00:00,35.41
4/27/2016 16:00:00,35.29
4/28/2016 16:00:00,34.55
4/29/2016 16:00:00,34.65
5/2/2016 16:00:00,34.91
5/3/2016 16:00:00,34.62
5/4/2016 16:00:00,34.78
5/5/2016 16:00:00,35.07
5/6/2016 16:00:00,35.56
5/9/2016 16:00:00,35.65
5/10/2016 16:00:00,36.16
5/11/2016 16:00:00,35.76
5/12/2016 16:00:00,35.67
5/13/2016 16:00:00,35.54
5/16/2016 16:00:00,35.82
5/17/2016 16:00:00,35.31
5/18/2016 16:00:00,35.33
5/19/2016 16:00:00,35.02
5/20/2016 16:00:00,35.49
5/23/2016 16:00:00,35.21
5/24/2016 16:00:00,36
5/25/2016 16:00:00,36.26
5/26/2016 16:00:00,36.21
5/27/2016 16:00:00,36.63
5/31/2016 16:00:00,36.79
6/1/2016 16:00:00,36.71
6/2/2016 16:00:00,36.52
6/3/2016 16:00:00,36.12
6/6/2016 16:00:00,35.83
6/7/2016 16:00:00,35.83
6/8/2016 16:00:00,36.41
6/9/2016 16:00:00,36.43
6/10/2016 16:00:00,35.97
6/13/2016 16:00:00,35.92
6/14/2016 16:00:00,35.91
6/15/2016 16:00:00,35.95
6/16/2016 16:00:00,35.52
6/17/2016 16:00:00,34.59
6/20/2016 16:00:00,34.69
6/21/2016 16:00:00,34.8
6/22/2016 16:00:00,34.87
6/23/2016 16:00:00,35.09
6/24/2016 16:00:00,33.76
6/27/2016 16:00:00,33.41
6/28/2016 16:00:00,34
6/29/2016 16:00:00,34.21
6/30/2016 16:00:00,34.6
7/1/2016 16:00:00,34.96
7/5/2016 16:00:00,34.72
7/6/2016 16:00:00,34.89
7/7/2016 16:00:00,34.77
7/8/2016 16:00:00,35.28
7/11/2016 16:00:00,35.75
7/12/2016 16:00:00,36.03
7/13/2016 16:00:00,35.85
7/14/2016 16:00:00,36.05
7/15/2016 16:00:00,35.99
7/18/2016 16:00:00,36.69
7/19/2016 16:00:00,36.85
7/20/2016 16:00:00,37.06
7/21/2016 16:00:00,36.93
7/22/2016 16:00:00,37.14
7/25/2016 16:00:00,36.99
7/26/2016 16:00:00,36.92
7/27/2016 16:00:00,37.09
7/28/2016 16:00:00,37.3
7/29/2016 16:00:00,38.44
8/1/2016 16:00:00,38.64
8/2/2016 16:00:00,38.55
8/3/2016 16:00:00,38.66
8/4/2016 16:00:00,38.58
8/5/2016 16:00:00,39.11
8/8/2016 16:00:00,39.09
8/9/2016 16:00:00,39.21
8/10/2016 16:00:00,39.23
8/11/2016 16:00:00,39.24
8/12/2016 16:00:00,39.16
8/15/2016 16:00:00,39.12
8/16/2016 16:00:00,38.86
8/17/2016 16:00:00,39
8/18/2016 16:00:00,38.88
8/19/2016 16:00:00,38.77
8/22/2016 16:00:00,38.61
8/23/2016 16:00:00,38.6
8/24/2016 16:00:00,38.48
8/25/2016 16:00:00,38.47
8/26/2016 16:00:00,38.48
8/29/2016 16:00:00,38.61
8/30/2016 16:00:00,38.45
8/31/2016 16:00:00,38.35
9/1/2016 16:00:00,38.44
9/2/2016 16:00:00,38.57
9/6/2016 16:00:00,39
9/7/2016 16:00:00,39.02
9/8/2016 16:00:00,38.77
9/9/2016 16:00:00,37.98
9/12/2016 16:00:00,38.45
9/13/2016 16:00:00,37.98
9/14/2016 16:00:00,38.12
9/15/2016 16:00:00,38.59
9/16/2016 16:00:00,38.44
9/19/2016 16:00:00,38.28
9/20/2016 16:00:00,38.57
9/21/2016 16:00:00,38.81
9/22/2016 16:00:00,39.36
9/23/2016 16:00:00,39.35
9/26/2016 16:00:00,38.71
9/27/2016 16:00:00,39.15
9/28/2016 16:00:00,39.08
9/29/2016 16:00:00,38.75
9/30/2016 16:00:00,38.86
10/3/2016 16:00:00,38.63
10/4/2016 16:00:00,38.82
10/5/2016 16:00:00,38.82
10/6/2016 16:00:00,38.84
10/7/2016 16:00:00,38.75
10/10/2016 16:00:00,39.3
10/11/2016 16:00:00,39.15
10/12/2016 16:00:00,39.31
10/13/2016 16:00:00,38.91
10/14/2016 16:00:00,38.93
10/17/2016 16:00:00,39
10/18/2016 16:00:00,39.76
10/19/2016 16:00:00,40.08
10/20/2016 16:00:00,39.85
10/21/2016 16:00:00,39.97
10/24/2016 16:00:00,40.66
10/25/2016 16:00:00,40.38
10/26/2016 16:00:00,39.95
10/27/2016 16:00:00,39.77
10/28/2016 16:00:00,39.77
10/31/2016 16:00:00,39.23
11/1/2016 16:00:00,39.18
11/2/2016 16:00:00,38.44
11/3/2016 16:00:00,38.11
11/4/2016 16:00:00,38.1
11/7/2016 16:00:00,39.13
11/8/2016 16:00:00,39.53
11/9/2016 16:00:00,39.27
11/10/2016 16:00:00,38.13
11/11/2016 16:00:00,37.7
11/14/2016 16:00:00,36.8
11/15/2016 16:00:00,37.92
11/16/2016 16:00:00,38.22
11/17/2016 16:00:00,38.56
11/18/2016 16:00:00,38.03
11/21/2016 16:00:00,38.46
11/22/2016 16:00:00,38.41
11/23/2016 16:00:00,38.05
11/25/2016 16:00:00,38.08
11/28/2016 16:00:00,38.41
11/29/2016 16:00:00,38.54
11/30/2016 16:00:00,37.9
12/1/2016 16:00:00,37.4
12/2/2016 16:00:00,37.53
12/5/2016 16:00:00,38.13
12/6/2016 16:00:00,37.96
12/7/2016 16:00:00,38.56
12/8/2016 16:00:00,38.82
12/9/2016 16:00:00,39.46
12/12/2016 16:00:00,39.46
12/13/2016 16:00:00,39.81
12/14/2016 16:00:00,39.85
12/15/2016 16:00:00,39.89
12/16/2016 16:00:00,39.54
12/19/2016 16:00:00,39.71
12/20/2016 16:00:00,39.82
12/21/2016 16:00:00,39.73
12/22/2016 16:00:00,39.56
12/23/2016 16:00:00,39.5
12/27/2016 16:00:00,39.58
12/28/2016 16:00:00,39.25
12/29/2016 16:00:00,39.14
12/30/2016 16:00:00,38.59
1/3/2017 16:00:00,39.31
1/4/2017 16:00:00,39.35
1/5/2017 16:00:00,39.7
1/6/2017 16:00:00,40.31
1/9/2017 16:00:00,40.33
1/10/2017 16:00:00,40.24
1/11/2017 16:00:00,40.4
1/12/2017 16:00:00,40.32
1/13/2017 16:00:00,40.39
1/17/2017 16:00:00,40.23
1/18/2017 16:00:00,40.3
1/19/2017 16:00:00,40.11
1/20/2017 16:00:00,40.25
1/23/2017 16:00:00,40.97
1/24/2017 16:00:00,41.19
1/25/2017 16:00:00,41.78
1/26/2017 16:00:00,41.61
1/27/2017 16:00:00,41.17
1/30/2017 16:00:00,40.12
1/31/2017 16:00:00,39.84
2/1/2017 16:00:00,39.78
2/2/2017 16:00:00,39.93
2/3/2017 16:00:00,40.07
2/6/2017 16:00:00,40.07
2/7/2017 16:00:00,40.35
2/8/2017 16:00:00,40.42
2/9/2017 16:00:00,40.48
2/10/2017 16:00:00,40.68
2/13/2017 16:00:00,40.96
2/14/2017 16:00:00,41.02
2/15/2017 16:00:00,40.95
2/16/2017 16:00:00,41.21
2/17/2017 16:00:00,41.4
2/21/2017 16:00:00,41.58
2/22/2017 16:00:00,41.54
2/23/2017 16:00:00,41.57
2/24/2017 16:00:00,41.43
2/27/2017 16:00:00,41.46
2/28/2017 16:00:00,41.16
3/1/2017 16:00:00,41.76
3/2/2017 16:00:00,41.53
3/3/2017 16:00:00,41.45
3/6/2017 16:00:00,41.39
3/7/2017 16:00:00,41.6
3/8/2017 16:00:00,41.77
3/9/2017 16:00:00,41.93
3/10/2017 16:00:00,42.16
3/13/2017 16:00:00,42.28
3/14/2017 16:00:00,42.28
3/15/2017 16:00:00,42.36
3/16/2017 16:00:00,42.44
3/17/2017 16:00:00,42.61
3/20/2017 16:00:00,42.42
3/21/2017 16:00:00,41.52
3/22/2017 16:00:00,41.48
3/23/2017 16:00:00,40.88
3/24/2017 16:00:00,40.72
3/27/2017 16:00:00,40.98
3/28/2017 16:00:00,41.05
3/29/2017 16:00:00,41.57
3/30/2017 16:00:00,41.58
3/31/2017 16:00:00,41.48
4/3/2017 16:00:00,41.93
4/4/2017 16:00:00,41.73
4/5/2017 16:00:00,41.57
4/6/2017 16:00:00,41.39
4/7/2017 16:00:00,41.23
4/10/2017 16:00:00,41.24
4/11/2017 16:00:00,41.17
4/12/2017 16:00:00,41.22
4/13/2017 16:00:00,41.18
4/17/2017 16:00:00,41.86
4/18/2017 16:00:00,41.84
4/19/2017 16:00:00,41.91
4/20/2017 16:00:00,42.08
4/21/2017 16:00:00,42.16
4/24/2017 16:00:00,43.14
4/25/2017 16:00:00,43.62
4/26/2017 16:00:00,43.59
4/27/2017 16:00:00,43.71
4/28/2017 16:00:00,45.3
5/1/2017 16:00:00,45.63
5/2/2017 16:00:00,45.82
5/3/2017 16:00:00,46.35
5/4/2017 16:00:00,46.58
5/5/2017 16:00:00,46.36
5/8/2017 16:00:00,46.72
5/9/2017 16:00:00,46.61
5/10/2017 16:00:00,46.44
5/11/2017 16:00:00,46.53
5/12/2017 16:00:00,46.61
5/15/2017 16:00:00,46.85
5/16/2017 16:00:00,47.15
5/17/2017 16:00:00,45.98
5/18/2017 16:00:00,46.51
5/19/2017 16:00:00,46.7
5/22/2017 16:00:00,47.09
5/23/2017 16:00:00,47.44
5/24/2017 16:00:00,47.75
5/25/2017 16:00:00,48.48
5/26/2017 16:00:00,48.57
5/30/2017 16:00:00,48.79
5/31/2017 16:00:00,48.24
6/1/2017 16:00:00,48.35
6/2/2017 16:00:00,48.78
6/5/2017 16:00:00,49.18
6/6/2017 16:00:00,48.83
6/7/2017 16:00:00,49.05
6/8/2017 16:00:00,49.17
6/9/2017 16:00:00,47.49
6/12/2017 16:00:00,47.15
6/13/2017 16:00:00,47.67
6/14/2017 16:00:00,47.54
6/15/2017 16:00:00,47.12
6/16/2017 16:00:00,46.99
6/19/2017 16:00:00,47.87
6/20/2017 16:00:00,47.53
6/21/2017 16:00:00,47.97
6/22/2017 16:00:00,47.85
6/23/2017 16:00:00,48.28
6/26/2017 16:00:00,47.61
6/27/2017 16:00:00,46.37
6/28/2017 16:00:00,47.02
6/29/2017 16:00:00,45.89
6/30/2017 16:00:00,45.44
